감독,평균관객수,흥행지수1,흥행지수2
헬렌 헌트,"15,039",0.000285054,-0.388711489
스티븐 카플 주니어,"15,023",0.000284145,-0.388723677
켄 스콧,"15,019",0.000283918,-0.388726724
이시이 유야,"15,017",0.000283805,-0.388728247
페르난도 트루에바,"15,001",0.000282896,-0.388740436
토노 에란도,"15,001",0.000282896,-0.388740436
하비에르 마리스칼,"15,001",0.000282896,-0.388740436
차야놉 분프라콥,"14,991",0.000282328,-0.388748053
오기가미 나오코,"14,983",0.000281873,-0.388754147
매트 로스,"14,976",0.000281476,-0.38875948
그렉 아라키,"14,964",0.000280794,-0.388768621
짐 쉐리단,"14,955",0.000280283,-0.388775476
아쿠네 토모아키,"14,925",0.000278578,-0.388798329
황연,"14,857",0.000274716,-0.388850129
하윤재,"14,839",0.000273693,-0.388863841
시바타 히로키,"14,799",0.000271421,-0.388894311
손호,"14,767",0.000269603,-0.388918687
스테판 루조비츠키,"14,744",0.000268296,-0.388936208
루카 구아다그니노,"14,711",0.000266422,-0.388961346
마이클 쇼월터,"14,697",0.000265627,-0.38897201
나초 비갈론도,"14,687",0.000265059,-0.388979628
구스 반 산트,"14,684",0.000264888,-0.388981913
임준현,"14,682",0.000264774,-0.388983437
밀로스 포만,"14,628",0.000261707,-0.389024572
안나 저스티스,"14,557",0.000257674,-0.389078657
이승수,"14,528",0.000256026,-0.389100748
백재호,"14,500",0.000254436,-0.389122077
찰스 비네임,"14,488",0.000253754,-0.389131218
제임스 아이보리,"14,484",0.000253527,-0.389134265
구수환,"14,437",0.000250857,-0.389170068
브누와 쟉꼬,"14,436",0.0002508,-0.389170829
구모,"14,386",0.00024796,-0.389208917
제이콥 체이스,"14,374",0.000247278,-0.389218058
알레한드로 몬테베르드,"14,343",0.000245517,-0.389241673
장영치,"14,323",0.000244381,-0.389256908
조성규,"14,298",0.000242932,-0.389276333
텐진 체탄 초클리,"14,289",0.00024245,-0.389282808
질 를르슈,"14,285",0.000242222,-0.389285855
카말 반살,"14,261",0.000240859,-0.389304137
라민 바흐러니,"14,241",0.000239723,-0.389319372
펭 페이,"14,236",0.000239439,-0.389323181
봉만대,"14,188",0.000236712,-0.389359746
찰리 카우프만,"14,153",0.000234724,-0.389386407
듀크 존슨,"14,153",0.000234724,-0.389386407
커트 보엘커,"14,134",0.000233645,-0.389400881
찰리 스트레이턴,"14,063",0.000229611,-0.389454965
알렉상드르 아스티에,"14,015",0.000226856,-0.389491911
루이 클리시,"14,015",0.000226856,-0.389491911
필리프 팔라도,"14,009",0.000226515,-0.389496481
토르비욘 크리스토퍼센,"13,951",0.000223249,-0.389540282
앤더스 마테센,"13,951",0.000223249,-0.389540282
허우 샤오시엔,"13,938",0.000222511,-0.389550185
마이클 호프만,"13,913",0.000221062,-0.38956961
모건 매튜스,"13,912",0.000221034,-0.389569991
펠릭스 반 그뢰닝엔,"13,906",0.000220693,-0.389574562
롭 새비지,"13,866",0.00021842,-0.389605032
스콧 워커,"13,853",0.000217682,-0.389614935
미셸 오슬로,"13,845",0.000217199,-0.38962141
임흥순,"13,827",0.000216205,-0.389634741
마이크 리,"13,792",0.000214217,-0.389661402
켈리 레인하르트,"13,791",0.00021416,-0.389662164
래리 양,"13,791",0.00021416,-0.389662164
마크 톤데라이,"13,747",0.000211661,-0.389695681
하우메 발라게로,"13,743",0.000211433,-0.389698728
스티븐 쉬블,"13,709",0.000209502,-0.389724628
제니퍼 켄트,"13,702",0.000209104,-0.38972996
채밀결,"13,690",0.000208423,-0.389739102
조영광,"13,685",0.000208139,-0.38974291
마렌 아데,"13,677",0.000207684,-0.389749004
엠마 아산테,"13,580",0.000202174,-0.389822895
앤디 해밀턴,"13,529",0.000199277,-0.389861745
가이 젠킨,"13,529",0.000199277,-0.389861745
제이슨 무어,"13,520",0.000198765,-0.389868601
펑천,"13,477",0.000196323,-0.389901356
제임스 카메론,"13,426",0.000193426,-0.389940206
박기복,"13,424",0.000193312,-0.389941729
주현량,"13,307",0.000186666,-0.390030855
뱅상 파로노,"13,267",0.000184393,-0.390061326
J.C 챈더,"13,196",0.00018036,-0.390115411
이대희,"13,194",0.000180247,-0.390116934
피터 헤지스,"13,192",0.000180133,-0.390118458
허철,"13,130",0.000176611,-0.390165687
지나 프린스-바이스우드,"13,130",0.000176611,-0.390165687
민백두,"13,118",0.000175929,-0.390174828
척 콘젤만,"13,087",0.000174168,-0.390198442
캐리 솔로몬,"13,087",0.000174168,-0.390198442
김수기,"13,087",0.000174168,-0.390198442
윌 베처,"13,046",0.000171839,-0.390229674
리처드 펠런,"13,046",0.000171839,-0.390229674
매튜 워처스,"13,035",0.000171214,-0.390238054
플로리안 헨켈 폰 도너스마르크,"13,003",0.000169397,-0.39026243
장하오,"12,990",0.000168658,-0.390272333
레지스 르왕사르,"12,983",0.00016826,-0.390277665
원종식,"12,953",0.000166556,-0.390300518
김대창,"12,943",0.000165988,-0.390308136
신준,"12,901",0.000163602,-0.390340129
김정권,"12,878",0.000162296,-0.39035765
슈커,"12,876",0.000162182,-0.390359173
아담 랜달,"12,870",0.000161841,-0.390363744
크리스 답킨스,"12,866",0.000161614,-0.390366791
카를로 미라벨라 데이비스,"12,866",0.000161614,-0.390366791
닉 어거스트 페르나,"12,866",0.000161614,-0.390366791
키타가와 에리코,"12,845",0.000160421,-0.390382788
헨닝 칼슨,"12,806",0.000158206,-0.390412497
사만다 푸터먼,"12,804",0.000158092,-0.39041402
라이언 미야모토,"12,804",0.000158092,-0.39041402
레이첼 그리피스,"12,785",0.000157013,-0.390428493
아론 소킨,"12,784",0.000156956,-0.390429255
허원,"12,767",0.00015599,-0.390442205
더스틴 호프만,"12,717",0.00015315,-0.390480293
이장호,"12,694",0.000151843,-0.390497814
데이비드 하인즈,"12,692",0.00015173,-0.390499337
브루스 로빈슨,"12,685",0.000151332,-0.390504669
조광하,"12,646",0.000149117,-0.390534378
자코 아키후미,"12,635",0.000148492,-0.390542757
코사카 키타로,"12,611",0.000147128,-0.39056104
알렌 휴즈,"12,557",0.000144061,-0.390602174
룰루 왕,"12,555",0.000143947,-0.390603698
김양희,"12,547",0.000143493,-0.390609792
주나 테나,"12,493",0.000140425,-0.390650927
마미 스나다,"12,491",0.000140312,-0.390652451
파코 카베자스,"12,465",0.000138835,-0.390672256
홍성은,"12,447",0.000137812,-0.390685968
자비에 르그랑,"12,433",0.000137017,-0.390696633
제임스 파우웰,"12,426",0.000136619,-0.390701965
사라 코랑겔로,"12,385",0.00013429,-0.390733197
제임스 다시,"12,356",0.000132643,-0.390755288
허안화,"12,344",0.000131933,-0.39076481
린-마누엘 미란다,"12,334",0.000131393,-0.390772047
찬드라세카란,"12,220",0.000124917,-0.390858887
이수성,"12,203",0.000123951,-0.390871837
마크 먼든,"12,137",0.000120202,-0.390922113
왕정,"12,135",0.000120089,-0.390923637
키에론 J 월쉬,"12,117",0.000119066,-0.390937348
질 부르도스,"12,056",0.000115601,-0.390983816
이정곤,"12,045",0.000114976,-0.390992195
맷 슈레이더,"12,032",0.000114238,-0.391002098
토니 케이,"12,031",0.000114181,-0.39100286
마틴 잔드블리엣,"12,026",0.000113897,-0.391006669
후지타 하루카,"11,934",0.000108671,-0.39107675
마크 레빈,"11,909",0.00010725,-0.391095794
크리스티안 펫졸드,"11,904",0.000106966,-0.391099603
마이클 메이어,"11,887",0.000106001,-0.391112553
오피르 라울 그라이저,"11,876",0.000105376,-0.391120932
후지모리 마사야,"11,830",0.000102763,-0.391155973
댄 크레치,"11,802",0.000101172,-0.391177303
이돈구,"11,785",0.000100206,-0.391190252
미노리카와 오사무,"11,782",0.000100036,-0.391192538
나가누마 노리히로,"11,777",9.98E-05,-0.391196347
조셉 고든 레빗,"11,774",9.96E-05,-0.391198632
필립 클로델,"11,743",9.78E-05,-0.391222246
줄리아 듀코나우,"11,704",9.56E-05,-0.391251955
마크 브라운로우,"11,703",9.55E-05,-0.391252717
로스 베노커,"11,676",9.40E-05,-0.391273284
신현원,"11,666",9.34E-05,-0.391280902
강이관,"11,655",9.28E-05,-0.391289281
박재식,"11,650",9.25E-05,-0.39129309
핼리 메이어스-샤이어,"11,628",9.13E-05,-0.391309849
김진유,"11,579",8.85E-05,-0.391347175
조나스 쿠아론,"11,568",8.79E-05,-0.391355554
오즈 퍼킨스,"11,564",8.77E-05,-0.391358601
클라우스 해로,"11,546",8.66E-05,-0.391372313
엘리야 바이넘,"11,526",8.55E-05,-0.391387548
미겔 앙헬 비바스,"11,517",8.50E-05,-0.391394404
김용운,"11,484",8.31E-05,-0.391419542
히라야나기 아츠코,"11,424",7.97E-05,-0.391465247
김재영,"11,418",7.94E-05,-0.391469818
풍덕륜,"11,414",7.91E-05,-0.391472865
미시마 유키코,"11,403",7.85E-05,-0.391481244
노영석,"11,402",7.84E-05,-0.391482006
개리 앤드류스,"11,364",7.63E-05,-0.391510953
이상훈,"11,341",7.50E-05,-0.391528473
김진만,"11,341",7.50E-05,-0.391528854
정욱,"11,297",7.25E-05,-0.391561991
랄프 지만,"11,287",7.19E-05,-0.391569608
김정민,"11,263",7.06E-05,-0.391587891
일래인 보겐,"11,236",6.90E-05,-0.391608458
심용,"11,235",6.90E-05,-0.39160922
토드 로빈슨,"11,223",6.83E-05,-0.391618361
이혁상,"11,198",6.69E-05,-0.391637405
돈 치들,"11,164",6.49E-05,-0.391663305
오시이 마모루,"11,161",6.48E-05,-0.39166559
정보서,"11,156",6.45E-05,-0.391669399
요아킴 트리에,"11,143",6.37E-05,-0.391679302
겔라 바블루아니,"11,130",6.30E-05,-0.391689205
구로사와 기요시,"11,118",6.23E-05,-0.391698346
디토 몬티엘,"11,048",5.83E-05,-0.391751669
토드 E. 프리먼,"11,038",5.78E-05,-0.391759286
제이슨 프리먼,"11,038",5.78E-05,-0.391759286
루카 드 마타,"11,027",5.71E-05,-0.391767666
일디코 엔예디,"11,015",5.65E-05,-0.391776807
사샤 버로우,"10,998",5.55E-05,-0.391789757
송운,"10,997",5.54E-05,-0.391790519
피터 허칭스,"10,969",5.39E-05,-0.391811848
후미히로 요시무라,"10,965",5.36E-05,-0.391814895
스기노 아키오,"10,965",5.36E-05,-0.391814895
끌로드 를르슈,"10,960",5.33E-05,-0.391818704
지율,"10,942",5.23E-05,-0.391832415
포덕희,"10,922",5.12E-05,-0.39184765
조천우,"10,922",5.12E-05,-0.39184765
폴 해기스,"10,910",5.05E-05,-0.391856792
알렉산드라 딘,"10,907",5.03E-05,-0.391859077
아사프 베른슈타인,"10,896",4.97E-05,-0.391867456
류종헌,"10,887",4.92E-05,-0.391874312
하시모토 미츠오,"10,881",4.89E-05,-0.391878883
마리아 피터즈,"10,854",4.73E-05,-0.39189945
김성욱,"10,854",4.73E-05,-0.39189945
드레이크 도레무스,"10,850",4.71E-05,-0.391902497
하이파 알-만수르,"10,811",4.49E-05,-0.391932206
김록경,"10,809",4.48E-05,-0.391933729
마르탱 프로보스트,"10,791",4.37E-05,-0.391947441
프랑크 가스탐비드,"10,768",4.24E-05,-0.391964961
아그네츠카 홀란드,"10,765",4.23E-05,-0.391967247
수잔 비에르,"10,761",4.20E-05,-0.391970294
애드바이트 찬단,"10,758",4.19E-05,-0.391972579
줄리엔 모리,"10,744",4.11E-05,-0.391983244
알렉상드르 뷔스티요,"10,744",4.11E-05,-0.391983244
마르끄 피투시,"10,737",4.07E-05,-0.391988576
키리야 카즈아키,"10,710",3.91E-05,-0.392009143
벤피 네코,"10,681",3.75E-05,-0.392031234
안톤 메거딕체브,"10,659",3.62E-05,-0.392047993
샘 펠,"10,654",3.60E-05,-0.392051802
신동석,"10,652",3.58E-05,-0.392053325
에우헤니오 데르베스,"10,646",3.55E-05,-0.392057896
박근영,"10,644",3.54E-05,-0.392059419
우광훈,"10,639",3.51E-05,-0.392063228
데이빗 레드먼,"10,639",3.51E-05,-0.392063228
브라이언 핸슨,"10,625",3.43E-05,-0.392073893
미란다 줄리,"10,615",3.37E-05,-0.39208151
허선,"10,612",3.36E-05,-0.392083796
장영주,"10,610",3.35E-05,-0.392085319
폴 슈레이더,"10,605",3.32E-05,-0.392089128
오토모 가츠히로,"10,574",3.14E-05,-0.392112743
톰 루,"10,566",3.10E-05,-0.392118837
모리 준이치,"10,557",3.04E-05,-0.392125692
무로가 아츠시,"10,502",2.73E-05,-0.392167589
페르난도 레온 데 아라노아,"10,488",2.65E-05,-0.392178254
왕장준,"10,483",2.62E-05,-0.392182063
부걸,"10,483",2.62E-05,-0.392182063
요시다 야스히로,"10,408",2.20E-05,-0.392239195
원호연,"10,398",2.14E-05,-0.392246812
권명국,"10,382",2.05E-05,-0.392259
제이크 슈레이어,"10,379",2.03E-05,-0.392261286
미로슬라브 슬라보슈비츠키,"10,368",1.97E-05,-0.392269665
이우정,"10,336",1.79E-05,-0.392294041
소륜,"10,293",1.55E-05,-0.392326797
아시프 카파디아,"10,278",1.46E-05,-0.392338223
유아사 마사아키,"10,210",1.07E-05,-0.392390023
웨인 로버츠,"10,206",1.05E-05,-0.39239307
조은성,"10,175",8.75E-06,-0.392416684
하원준,"10,153",7.50E-06,-0.392433443
김보람,"10,145",7.04E-06,-0.392439537
전성우,"10,138",6.65E-06,-0.392444869
이반 라이트만,"10,119",5.57E-06,-0.392459343
김규민,"10,106",4.83E-06,-0.392469246
야마시타 노부히로,"10,103",4.66E-06,-0.392471531
토마스 스터버,"10,098",4.37E-06,-0.39247534
주호성,"10,094",4.15E-06,-0.392478387
배종대,"10,079",3.29E-06,-0.392489813
리처드 J. 루이스,"10,075",3.07E-06,-0.39249286
소피 드라스프,"10,060",2.22E-06,-0.392504287
후지이 미치히토,"10,050",1.65E-06,-0.392511904
조재민,"10,039",1.02E-06,-0.392520284
난니 모레티,"10,031",5.68E-07,-0.392526378
세바스찬 렐리오,"10,021",0,-0.392533995
